product_id|model|label|description|category_id|brand|image|status
1000001|SFAW|capteur de débit pour liquide / à sortie numérique|Plages de mesure de débit 0... 32 l/min 0... 100 l/min Sortie TOR au choix 2x NPN ou 2x PNP ou IO-Link Sortie analogique 0... 10V 1... 5V 4... 20 mA|10101|festo|1541250670064-24a5872e-b177-4cde-9ce8-124dcc79a744|DONE
1000002|SFAB|capteur de débit thermique / d'air / à sortie numérique|Plages de mesure de débit 0,1 ... 10 l/min 0,5 ... 50 l/min 2 ... 200 l/min 6 ... 600 l/min 10 ... 1000 l/min Sortie TOR 2x NPN 2x PNP Sortie analogique 0 ... 10V 4 ... 20 mA Caractéristiques spécifiques: Affichage orientable avec LED très lumineuses pour une visualisation optimale Sortie d'impulsion librement sélectionnable pour mesure de la consommation|10101|festo|1541250674200-4e08d4d2-cb4c-4d93-a58c-08ae7f107d9a|DONE
1000003|SFAM|capteur de débit thermique / d'air / à sortie numérique|Plages de mesure de débit 10 ... 1000 l/min 30 ... 3000 l/min 50 ... 5000 l/min Sortie TOR 2x NPN 2x PNP Sortie analogique 0 ... 10V 4 ... 20 mA Caractéristiques spécifiques: Affichage orientable avec LED très lumineuses pour une visualisation optimale Compatible et intégrable avec le traitement d'air de la série MS6|10101|festo|1541250678013-37624028-c76a-47e2-bc53-33d836ab4a4b|DONE
1000004|SFE3|capteur de débit d'air / à sortie numérique|Plage de mesure de débit 0,05 ... 50 l/min Sortie TOR 2x PNP 2x NPN Sortie analogique 0 ... 5 V Pression -0.7 ... 7 bar Affichage numérique intégré|10101|festo|1541250681545-c3174c9e-c23c-4d6f-b801-700ca5f35f6c|DONE
1000005|Easiflow, Flowline, LoFlow series|débitmètre à flotteur / pour eau / pour huile / sans contact|Débitmètres Easiflow, Flowline, LoFlowEasiflow : avec ou sans contact, pour l'eau ou l'huile. Débits de 1 à 150 l/min. Pression maximum de 10 bar. Fonctionnent dans n'importe quel plan. Flowline : débits jusqu'à 350 l/min, pression maximum de 350 bar. LoFlow : débits de 0,01 à 22 l/min, pression maximum de 10 bar.|10104|Parker|1541250685552-738dfe61-1c43-4017-9e8d-c9a1f966767c|DONE
1000006|CCES|compteur volumétrique / numérique / électronique / pour montage sur panneau|Afficheur LCD à 8 caractères Alimentation électrique autonome Pour montage en panneau Raccordement avec barrette de fixation Touche de rappel en position initiale.|10105|festo|1541250689144-408c54dc-15d8-4e74-8f06-e6c9c77a5a5a|DONE
1000007|SPAE|capteur de pression relative / à vide / piézorésistif / numérique|Capteur de pression Capteur de vide Plage de mesure de la pression -1 à 10 bar Tension 18 ... 30 V CC Sortie TOR PNP/NPN, commutable Normalement fermé/Normalement ouvert, commutable Caractéristiques spécifiques: Interface de communication IO-Link|10107|festo|1541250692920-a2249917-6711-4b94-b1b7-8f6d9f4dbe14|DONE
1000008|SPAW|capteur de pression relative / piézorésistif / numérique / fileté|Plage de pression mesurable -1… +1 jusqu'à 0… 100 bar Tension 15… 35 V CC Sortie TOR 2x PNP ou 2x NPN Sortie électrique 0,1… 10 V, 4… 20 mA Raccordement pneumatique G1/4 Capteur de pression Capteur de vide. Caractéristiques spécifiques: Boîtier orientable à 320°, affichage orientable sur 45°|10107|festo|1541250696797-ca1d6b47-d38f-4d61-be72-0d26f0d0c55a|DONE
1000009|SDE3|capteur de pression relative / différentielle / piézorésistif / à sortie numérique|Capteur de pression Capteur de vide Mesure de pression différentielle Raccordement pneumatique QS-4 Caractéristiques spécifiques: LCD lumineux à affichage optimisé Protection IP67 Variante ATEX|10107|festo|1541250700645-1e71758c-bf5d-46d8-a088-e420eee80a8e|DONE
1000010|81 504 025|capteur de pression|Reconnu depuis plus de 50 ans pour la qualité de ses produits, Crouzet Control vous propose de découvrir l’ensemble de son offre de produits Pneumatiques en atmosphères industrielle et explosible. Pour anticiper les évolutions du marché et de vos besoins, Crouzet Control développe des composants et des solutions d’automatismes, standards ou spécifiques, répondant à toutes vos applications tertiaires ou industrielles ainsi qu’aux exigences des constructeurs de machines et d’équipements automatisés.|10107|crouzet|1541250704197-401ac063-d824-4084-b3d5-a1bd5862fe85|DONE
1000011|SPTE|transmetteur de pression relative / piézorésistif / analogique / compact|Plage de mesure de pression 0... -1 bar, 0... 10 bar Pression relative Tension 10… 30 V CC Sortie électrique 1... 5 V, 0... 10 V Raccordement pneumatique QS-3, QS-4 et union mâle QS-4, QS-6 Caractéristiques spécifiques: Compact : Montage mural à 8 supports pour montage en batterie|10109|festo|1541250708049-279117a9-629b-4932-8e1f-d498358c6ce2|DONE
1000012|SPBA|pressostat pour air / mécanique / en inox / IP65|Pression -1… 10 bar Tension 24 VCC 2x PNP ou avec contact Capteur de pression Capteur de vide Point de commutation fixe.|10110|festo|1541250711558-1710e39a-27d5-4f81-95a3-4490fb53c3a3|DONE
1000013|81 513 series|pressostat pour air / électromécanique / basse pression|Conformez-vous à la directive de basse tension Peut être employé sans clôture selon Groupe de pollution du CEI 664-1 II|10110|crouzet|1541250715096-1c952f4f-9a33-4a37-bfb8-fe92119385b8|DONE
1000014|81 509 series|pressostat pour air / électromécanique / industriel / ATEX|Reconnu depuis plus de 50 ans pour la qualité de ses produits, Crouzet Control vous propose de découvrir l’ensemble de son offre de produits Pneumatiques en atmosphères industrielle et explosible. Pour anticiper les évolutions du marché et de vos besoins, Crouzet Control développe des composants et des solutions d’automatismes, standards ou spécifiques, répondant à toutes vos applications tertiaires ou industrielles ainsi qu’aux exigences des constructeurs de machines et d’équipements automatisés.|10110|crouzet|1541250718981-f2c7a236-c182-4d7d-a498-a4ee27bae1b8|DONE
1000015|PAGN|manomètre analogique / à tube de Bourdon / pour gaz / de process|Raccordement pour QSP-10 Plage d'affichage 0 … 10 bar, 0 … 16 bar Unités d'affichage bar psi DIN EN 837-1|10112|festo|1541250722504-7a322c83-9ec2-4a2c-90ca-6b58eb8846ee|DONE
