product_id|model|label|description|category_id|brand|image|status
1000166|PVS800|onduleur DC/AC à sinus modifié / pour applications solaires|Les inverseurs centraux d'ABB augmentent la fiabilité, efficacité et facilitent la facilité sur l'installation à un de plus haut niveau. Pour continuer, les inverseurs sont focalisés aux intégrateurs de système et aux utilisateurs qui ont besoin des inverseurs solaires d'exécution supérieure pour les centrales électriques photovoltaïques énormes, film publicitaire, industriel, établissements. Les inverseurs vient dans 100 kilowatts jusqu'à 500 kilowatts, et utilisé pour les centrales électriques rentables, énormes et de multi-mégawatts.|40207|abb|1541250766599-57f5450c-852d-4eb5-b71b-5024c9ab312e|DONE
1000167|WEW - WDW series|onduleur DC/AC hors réseau / à sinus modifié / pour applications industrielles / pour applications nucléaires|Les WEW et les WDW du GUTOR servent de système d'inverseur fait conformément aux caractéristiques IEC60880. Ces systèmes sont permis de fonctionner même dans les conditions rigoureuses de travail généralement produites dans des médias de pétrole et de gaz et d'autres domaines lourds. Ils sont construits dans la satisfaction des spécifications des installations de la centrale nucléaire (NPP). Par sa grande variété de dispositifs de transport, chaque exigence de client est garantie pour être réunie et accomplie.|40207|schneider|1541250770322-32cb2488-6103-4541-ab0c-444357ca8594|DONE
1000168|A300 series|onduleur DC/AC hors réseau / sinusoïdal / pour applications professionnelle / pour applications mobiles|Dispositifs : - entrée de C.C 12V ou 24V - Commutateur MARCHE-ARRÊT de puissance - Gamme de tension d'entrée : -15% ~ +25% - Régulation de tension de rendement : 10% - Protections : Batte. Basses alarme/batte. Bas arrêt/au-dessus de tension - Au-dessus du temp. /Output court-circuiter/polarité entrée renversée/au-dessus de la charge. - Forme d'onde de rendement : Onde sinusoïdale modifiée - Topologie : Microprocesseur - Approbations : CE d'e13/ - garantie de 1 an|40207|MEAN WELL|1541250774431-c46f8f9f-1345-49ff-804e-01e62d8b8b0e|DONE
1000169|TS, TN series|onduleur DC/AC hors réseau / pur sinus / pour applications industrielles|Dispositifs • ; Véritable onde sinusoïdale produite (THD<3%) • ; puissance élevée de montée subite de 2 fois pour l'application relative • de moteur ; Commande numérique avancée par le microprocesseur • ; Tension/fréquence de rendement réglable • ; Rendement élevé jusqu'à 91% • ; Enduit isogone pour TS-700 • ; Mode de réserve d'économie pour conserver l'énergie (TS-700) • ; Fonction de commande ""MARCHE/ARRÊT"" de ventilateur intégré (TS-400/700) • ; Conception de Fanless, se refroidissant par la convection d'air libre (TS-200) • ; Indicateur de panneau avant de charge/de batterie/de statut d'opération|40207|MEAN WELL|1541250778545-4dcde9c9-4646-493b-aab4-034dd4198808|DONE
1000170|Accusine series|compensateur d'harmonique / actif|Neutralisation contrôlée et sélective des harmoniques pour les équipements à charge non linéaires dans les environnements commerciaux et industriels Contrôle total des harmoniques et correction du facteur de puissance pour les installations jusqu’à 1000 kVA, réduisant ainsi l’ensemble des frais incombant aux propriétaires|40209|schneider|1541250783778-c58dc2d2-f224-4546-a67f-48e6e4a7b8ae|DONE
1000171|Gutor PXC|UPS parallèle / triphasé / industriel / pour environnement difficile|10-100 haute performance de KVA, 3 phase machinée compacte et pre- UPS pour des applications industrielles légères et lourdes. Construction industrielle d'UPS simplifiée 10 à 80kVA (400V) ; 25 à 100kVA (208V) La phase UPS de Gutor PXC 3 est le premier UPS industriel pré-machiné pour les milieux industriels légers et lourds. Fortement compact, Gutor PXC fonctionne sans effort avec vos systèmes de contrôle d'installation et offre de pleines options de design industriel, et une température ambiante large de -10 à +55 °C. Il comporte également l'entrée dessus et bas de câble et une option entièrement intégrée de transformateur d'isolement (50Hz : aujourd'hui disponible ; 60Hz : venez bientôt). Avec le plein accès avant de service, les fans modulaires, et les modules d'alimentation, le Gutor PXC est un de l'UPSs le plus facile dans sa classe à se déployer, installer et maintenir.|40214|schneider|1541250787474-ef61bf49-3b0f-4675-b3f9-d2353f561066|DONE
1000172|PEW|UPS parallèle / monophasé / pour applications nucléaires|SIÈGE électrique de présents de Schneider et les systèmes triphasés d'UPS de PDW. Ils ont avec succès subi des essais dans les environnements difficiles et les conditions séismiques. Le progiciel est conforme au CEI 60880 pour des applications de NPP (centrale nucléaire). Sa conception flexible le rend approprié à tous les besoins. Le produit est classe supérieure car il incorpore le foyer élevé de Gutor sur la qualité et l'excellente attention au détail.|40214|schneider|1541250793245-e0fdda47-1b1d-49c5-8565-cdcfc01426c1|DONE
1000173|PDW|UPS parallèle / triphasé / pour applications nucléaires|C'est un UPS industriel à C.A. qui a des estimations de jusqu'à 220kVA et plus haut. Description : Le SIÈGE et les PDW ont été examinés avec succès sous des situations environnementales extrêmes aussi bien qu'en des états de tremblement de terre. C'est un progiciel certifié (selon le CEI 60880 pour des applications de NPP (centrale nucléaire).). Il a une conception très flexible et il peut répondre à presque chaque exigence possible. Ce produit est extrêmement qualité et est un des meilleure dans la catégorie due au foyer du GUTOR sur l'attention de qualité aussi bien au détail.|40214|schneider|1541250797845-df3c2ccd-1ddb-4347-a8bf-3783b08926d8|DONE
1000174|PXP series|UPS parallèle / industriel / avec compensation du facteur de puissance (PFC)|L'alimentation d'énergie uninterruptable à C.A. de série de PXP est un UPS qui est intégré avec un redresseur de compensation de phase. C'est une solution électronique améliorée qui réduit au minimum le courant total de déformation harmonique à un statut très bas. Cette capacité intégrale rend cet ensemble approprié aux applications qui exige moins de déformation et de systèmes ascendants de réseau. Elle est construite avec la construction compacte pour laisser chargent l'exécution dans les secteurs avec des conditions de fonctionnement intenses.|40214|schneider|1541250801675-e0790f72-5bfd-40cb-8663-9205065dc1de|DONE
1000175|Smart-UPS|UPS off-line / monophasé / pour point de vente / pour salle serveur|Des millions de professionnels de l'informatique du monde entier font confiance aux onduleurs Smart-UPS™ pour protéger leurs équipements et données critiques contre les interruptions coûteuses grâce à une alimentation réseau propre, fiable et efficace. Ces onduleurs étant disponibles en une grande variété de formats et de classes (entrée de gamme, standard et longue durée), il existe un modèle pour toutes les applications et pour tous les budgets. Référence en matière de fiabilité et de facilité de gestion, les modèles standard sont les onduleurs les plus populaires au monde pour les serveurs d'entreprise et les dispositifs de stockage et réseau. Les modèles d'entrée de gamme Smart-UPS représentent un choix économique pour les petites et moyennes entreprises qui souhaitent protéger leurs petits périphériques réseau, leur équipement de point de vente et leurs serveurs d'entrée de gamme. Les modèles à autonomie longue durée sont compatibles avec des batteries externes permettant d'alimenter des serveurs et des systèmes de sécurité et de communication stratégiques lors de pannes pouvant durer des heures.|40214|schneider|1541250805578-539e8547-e634-462d-ae8e-a76b5d11e34f|DONE
