product_id|model|label|description|category_id|brand|image|status
1000346|MSB4|unité de traitement d'air|* Taille 4, 6, 9 * Raccordement G1/8, G1/4, G3/8, G1/2, G3/4, G1, aussi disponible avec les taraudages en NPT * Pression 0,3 … 12 bar * Débit 550 … 5100 l/min * Manomètre en bar, psi, Mpa * Degré de filtration 0.01 … 40 µm * Purgeur de condensats o Manuel o Semi-automatique o Entièrement automatique * Bol plastique avec protection en plastique * Bol métal * Sens du débit o De gauche à droite o De droite à gauche. * Lubrificateur proportionnel.|130125|festo|1541250784164-da3b2560-908a-4504-b39a-4af4c3edbbed|DONE
1000347|MSB9|unité de traitement d'air|Un débit 600 % plus élevé ? La nouvelle taille MS9, qui a une taille de raccordement de 1"", complète les unités de traitement d'air de la série MS Taille MS9 avec les filtres fins, les filtres ultra-fins et les filtres à charbon actif Vos avantages : * Efficacité maximale grâce à un mélange de tailles économique * Plus grande longévité des filtres fins et ultra-fins grâce à la préfiltration avec le nouveau filtre MS9-LF * Economique : différentes qualités d'air comprimé par l'intermédiaire du module de répartiteur FRM|130125|festo|1541250787985-3de25677-653a-436d-8fb7-eb134257e29c|DONE
1000348|D-Reihe|unité de traitement d'air|* Taille MICRO, MINI, MIDI, MAXI * Raccord M5, M7, G1/8, G1/4, G3/8, G1/2, G3/4, G1, QS4, QS6, livrable également avec filetage NPT * Pression 0,5 ... 7 bars, 0,5 ... 12 bars, 2,5 ... 12 bars * Débit 90 ... 8 700 l/min * Manomètre o avec manomètre o sans manomètre * Finesse du filtre 40µm, 5µm * Purgeur de condensats o manuel o semi-automatique o entièrement automatique * Cuve plastique avec protection métallique * Lubrificateur proportionnel|130125|festo|1541250792167-bdf7e8bf-7559-454f-a9bb-a272a526deb5|DONE
1000349|Uniflair SP|unité de climatisation murale / free cooling|Les systèmes Uniflair SP sont des systèmes biblocs, c'est-à-dire que l'évaporateur et le condensateur sont installés séparément. L'évaporateur est conçu pour une installation au plafond ou au mur, tandis que le condensateur est monté à l'extérieur. Conçue pour faciliter l'entretien, une autre voie permet d'accéder à la carte électrique, au compartiment mécanique et aux ventilateurs. L'étalonnage et l'entretien peuvent donc être réalisés en toute sécurité. Ces unités sont disponibles en configuration de refroidissement naturel, qui permet, quand elle est activée, d'utiliser l'air extérieur afin de renforcer le refroidissement de l'environnement informatique.|130136|schneider|1541250795989-23b73d93-c64e-4259-9ef6-82e1dbcf542e|DONE
1000350|MSB4|unité de traitement d'air|* Taille 4, 6, 9 * Raccordement G1/8, G1/4, G3/8, G1/2, G3/4, G1, aussi disponible avec les taraudages en NPT * Pression 0,3 … 12 bar * Débit 550 … 5100 l/min * Manomètre en bar, psi, Mpa * Degré de filtration 0.01 … 40 µm * Purgeur de condensats o Manuel o Semi-automatique o Entièrement automatique * Bol plastique avec protection en plastique * Bol métal * Sens du débit o De gauche à droite o De droite à gauche. * Lubrificateur proportionnel.|130138|festo|1541250799700-de85ec1a-c362-43f6-a3cb-592a2f9ddb85|DONE
1000106|600 V, 11 - 75 A # RGC series|contrôleur de puissance proportionnel|Carlo Gavazzi propose une gamme importante de relais statiques (SSR) munis de la technologie de liaison par diffusion directe sur cuivre pour une plus longue durée de vie et une plus grande fiabilité. Les relais statiques sont couramment utilisés dans l'industrie plastique, l'emballage et le conditionnement, l'agroalimentaire et le génie climatique en complément de commutateurs de pompe et d'éclairage. Dans les applications de Chauffage-Climatisation-Ventilation, nos relais sont la solution idéale comparée aux contacteurs mécaniques, en raison de leur longue durée de vie et leur commutation silencieuse. Nous offrons également une large gamme de relais statiques avec dissipateur thermique intégré.|30109|CARLO GAVAZZI|1541250670075-f5f6d896-7df3-487c-9fde-418e2e5ce65e|DONE
1000107|LDI35 AV0 series|contrôleur numérique|Carlo Gavazzi offre une gamme complète d'indicateurs de tableaux numériques (ampèremètres, voltmètres, fréquencemètres, régulateurs de température, tachymètres et débimètres) pour les clients intégrateurs, tableautiers, l'instrumentation et maintenance. Couvrant tout type d'entrées, nos indicateurs de tableaux numériques sont adaptés à tous vos besoins d'affichage.|30109|CARLO GAVAZZI|1541250673901-bc626196-5ae4-48c4-ab02-fa493d6d7850|DONE
1000108|tebis|unité de contrôle pour la domotique|Système domotique tebis l’installation électrique communication En adoptant le système communicant domotique tebis, vous enrichissez votre savoir-faire pour proposer à vos clients les plus exigeants une solution sur mesure qui soit le reflet de leur mode de vie. Facile à installer, facile à programmer grâce au TX100, tebis est la solution pour vos chantiers en résidentiel, locaux professionnels et petit tertiaire. Grâce à des fonctionnalités innovantes comme domovea, tebis représente une réelle opportunité de différenciation.|30109|hager|1541250677497-8f7b5a01-3456-459d-97f2-43c9d88183ee|DONE
1000109|CTP1-E series|HMI à écran tactile / à montage VESA / 800 x 480 / 1024 x 768|Ecran tactile TFT-LCD › Système de refroidissement sans ventilateur › 32 bit 600 Mhz ou processeur Cortex-A8 1 Ghz › Horloge intégrée (RTC) › Communication directe via le port de programmation M3 › Protocole Modbus RS485 (drivers pour M3 et em4) › Protocole Modbus TCP/IP (drivers pour M3 et em4) › Serveur VNC intégré › Fonctions supplémentaires dans le logiciel de programmation Crouzet Touch Soft (e-mail, base de données de recettes, sécurité renforcée) › Certification CE, homologation cULus|30110|crouzet|1541250681081-7a981362-52c3-4700-8bf5-32b41124a583|DONE
1000110|CT1 series|HMI à écran tactile / à montage VESA / 800 x 480 / 480 x 272|Ecran tactile TFT-LCD › Système de refroidissement sans ventilateur › Processeur Cortex-A8 32 bit 600 Mhz › Horloge temps réel (RTC) › Communication directe via le port de programmation M3 (driver dédié pour SLin/SLout) › Protocole Modbus RS485 (drivers dédiés pour M3 et em4) › Certification CE|30110|crouzet|1541250684605-ab44d59e-77fc-467e-be48-68fb3080d88a|DONE
1000111|RD 88950400|indicateur de process / numérique / pour montage sur panneau|Mettez en avant les données de votre application Afficheur (36 x 72 mm) 4 digits 14 mm rouges Gamme d'affichage configurable Entrée 0-10 V Degré de protection en face avant IP65|30111|crouzet|1541250688820-2b46576c-22a3-4aa5-9005-b4cd6b11aa00|DONE
1000112|max. 500 V # LDM40 series|indicateur de process / numérique / pour montage sur panneau|Carlo Gavazzi offre une gamme complète d'indicateurs de tableaux numériques (ampèremètres, voltmètres, fréquencemètres, régulateurs de température, tachymètres et débimètres) pour les clients intégrateurs, tableautiers, l'instrumentation et maintenance. Couvrant tout type d'entrées, nos indicateurs de tableaux numériques sont adaptés à tous vos besoins d'affichage.|30111|CARLO GAVAZZI|1541250692406-ed47464e-8315-4778-9759-261c445abdbe|DONE
1000113|DI3, LDI3, LDM3 series|indicateur de température / numérique / pour montage sur panneau|Carlo Gavazzi offre une gamme complète d'indicateurs de tableaux numériques (ampèremètres, voltmètres, fréquencemètres, régulateurs de température, tachymètres et débimètres) pour les clients intégrateurs, tableautiers, l'instrumentation et maintenance. Couvrant tout type d'entrées, nos indicateurs de tableaux numériques sont adaptés à tous vos besoins d'affichage.|30111|CARLO GAVAZZI|1541250696367-435fba60-e345-45e0-bc0e-73636fdf4aa9|DONE
1000114|SFEV|indicateur de débit / numérique|Pour les capteurs de pression SFET 3 1/2 caractères alphanumériques|30111|festo|1541250699857-3d3ba772-cd4e-4a99-946a-0b18ba44827a|DONE
1000115|RD 88970410|afficheur LCD / 17 segments|Mettez en avant et paramétrez les données de votre application Ecran LCD rétro-éclairé de 4 lignes de 18 caractères avec clavier 6 touches ou 10 touches avec 4 Leds|30112|crouzet|1541250703407-aa96faf1-3212-4537-aa7e-a872576e3459|DONE
1000116|CTR48 series|compteur binaire / tachymètre / de lots / numérique|Compteur, Tachymètre, Chronomètre, Multitotalisateur, Compteur de lots, Totalisateur à présélection Fréquence d'entrée maximum 40 k Hz Facilité de paramétrage, configuration par menu textuel Modification aisée des préselections Facteur de multiplication et de division Relais inverseur 5 A et sortie statique Connecteurs débrochables Afficheur LCD rétro-éclairé (orange) : 2 lignes, 6 digits ou afficheur multicolore (vert-rouge) IP 65 façade étanche Possibilité de verrouiller le clavier, complétement ou partiellement (présélection, programmation) Accessoires pour découpe 72 x 72, 55 x 55, adaptateur rail DIN|30113|crouzet|1541250707378-0a6d1127-ec38-40dd-a6c1-60fe8174c7ef|DONE
