product_id|label|value|value_min|value_max|unit|type
1000001|Applications|pour liquide||||SIMPLE
1000001|Autres caractéristiques|à sortie numérique||||SIMPLE
1000002|Technologie|thermique||||SIMPLE
1000002|Applications|d'air||||SIMPLE
1000002|Autres caractéristiques|à sortie numérique||||SIMPLE
1000003|Technologie|thermique||||SIMPLE
1000003|Applications|d'air||||SIMPLE
1000003|Autres caractéristiques|à sortie numérique||||SIMPLE
1000004|Applications|d'air||||SIMPLE
1000004|Autres caractéristiques|à sortie numérique||||SIMPLE
1000005|Technologie|à flotteur||||SIMPLE
1000005|Fluide|pour eau,pour huile,||||LIST
1000005|Autres caractéristiques|sans contact||||SIMPLE
1000005|Pression de process||0|10|bar|MIN_MAX
1000005|Température de process||-20|105|°C|MIN_MAX
1000005|Débit volumique||0|350|l/min|MIN_MAX
1000006|Type|volumétrique||||SIMPLE
1000006|Affichage|numérique||||SIMPLE
1000006|Technologie|électronique||||SIMPLE
1000006|Autres caractéristiques|pour montage sur panneau||||SIMPLE
1000007|Type de pression|relative,à vide,||||LIST
1000007|Technologie|piézorésistif||||SIMPLE
1000007|Signal de sortie|numérique||||SIMPLE
1000007|Température de process||0|50|°C|MIN_MAX
1000007|Plage de pression||0|10|bar|MIN_MAX
1000008|Type de pression|relative||||SIMPLE
1000008|Technologie|piézorésistif||||SIMPLE
1000008|Signal de sortie|numérique||||SIMPLE
1000008|Montage|fileté||||SIMPLE
1000008|Autres caractéristiques|robuste,IP65,||||LIST
1000008|Température de process||-20|85|°C|MIN_MAX
1000008|Plage de pression||0|100|bar|MIN_MAX
1000009|Type de pression|relative,différentielle,||||LIST
1000009|Technologie|piézorésistif||||SIMPLE
1000009|Signal de sortie|à sortie numérique||||SIMPLE
1000009|Autres caractéristiques|ATEX||||SIMPLE
1000009|Température de process||0|50|°C|MIN_MAX
1000009|Plage de pression||0|10|bar|MIN_MAX
1000010|Température de process||-5|50|°C|MIN_MAX
1000010|Plage de pression||2|8|bar|MIN_MAX
1000011|Type de pression|relative||||SIMPLE
1000011|Technologie|piézorésistif||||SIMPLE
1000011|Signal de sortie|analogique||||SIMPLE
1000011|Autres caractéristiques|compact||||SIMPLE
1000011|Température de process||0|50|°C|MIN_MAX
1000011|Plage de pression||0|10|bar|MIN_MAX
1000012|Fluide|pour air||||SIMPLE
1000012|Technologie|mécanique||||SIMPLE
1000012|Autres caractéristiques|en inox,IP65,||||LIST
1000012|Température de process||-5|50|°C|MIN_MAX
1000012|Plage de pression||0|10|bar|MIN_MAX
1000013|Fluide|pour air||||SIMPLE
1000013|Technologie|électromécanique||||SIMPLE
1000013|Autres caractéristiques|basse pression||||SIMPLE
1000013|Température de process||-10|70|°C|MIN_MAX
1000013|Plage de pression||-0.3|8|Pa|MIN_MAX
1000014|Fluide|pour air||||SIMPLE
1000014|Technologie|électromécanique||||SIMPLE
1000014|Applications|industriel||||SIMPLE
1000014|Autres caractéristiques|ATEX,IP54,||||LIST
1000014|Température de process||-10|70|°C|MIN_MAX
1000014|Plage de pression||-0.3|8|Pa|MIN_MAX
1000015|Affichage|analogique||||SIMPLE
1000015|Technologie|à tube de Bourdon||||SIMPLE
1000015|Applications|pour gaz,de process,||||LIST
1000015|Autres caractéristiques|en laiton||||SIMPLE
1000015|Pression||0|16|bar|MIN_MAX
1000016|Affichage|analogique||||SIMPLE
1000016|Technologie|à tube de Bourdon||||SIMPLE
1000016|Applications|pour gaz neutre||||SIMPLE
1000016|Autres caractéristiques|pour montage sur panneau,de précision,||||LIST
1000016|Pression||0|25|bar|MIN_MAX
1000017|Affichage|analogique||||SIMPLE
1000017|Technologie|à tube de Bourdon||||SIMPLE
1000017|Applications|pour air,pour le vide,||||LIST
1000017|Autres caractéristiques|en laiton||||SIMPLE
1000017|Pression||0|9|bar|MIN_MAX
1000018|Technologie|magnétostrictif||||SIMPLE
1000018|Media|pour liquides||||SIMPLE
1000018|Applications|pour environnement sévère||||SIMPLE
1000018|Plage de niveau||17.5|53|mm|MIN_MAX
1000019|Technologie|à résistance de platine||||SIMPLE
1000019|Température||-30|60|°C|MIN_MAX
1000020|Technologie|CTN||||SIMPLE
1000020|Applications|pour HVAC||||SIMPLE
1000020|Température||-25|200|°C|MIN_MAX
1000021|Technologie|Pt100,à thermocouple,||||LIST
1000021|Autres caractéristiques|en inox||||SIMPLE
1000021|Température|1,100,|||°C|SIMPLE
1000022|Technologie|Pt100,à thermocouple,||||LIST
1000022|Autres caractéristiques|en inox||||SIMPLE
1000022|Température|1,100,|||°C|SIMPLE
1000023|Type |réglable||||SIMPLE
1000023|Température||10|35|°C|MIN_MAX
1000024|Type |électronique||||SIMPLE
1000024|Autres caractéristiques|compact,sur rail DIN,analogique,||||LIST
1000024|Température||-20|60|°C|MIN_MAX
1000025|Type|pour liquides||||SIMPLE
1000025|Montage|en ligne,à visser,||||LIST
1000025|Applications|pour systèmes hydrauliques||||SIMPLE
1000025|Autres caractéristiques|haute précision||||SIMPLE
1000026|Type|relative||||SIMPLE
1000026|Montage|mural||||SIMPLE
1000026|Autres caractéristiques|avec mesure de température||||SIMPLE
1000027|Type|relative||||SIMPLE
1000027|Montage|mural||||SIMPLE
1000028|Technologie|à coupelles||||SIMPLE
1000028|Autres caractéristiques|hygromètre||||SIMPLE
1000028|Vitesse de l'air||2|25|m/s|MIN_MAX
1000030|Type|linéaire,rotatif,||||LIST
1000030|Autres caractéristiques|ATEX||||SIMPLE
1000030|Applications|pour l'industrie,pour vanne,||||LIST
1000031|Type|rotatif||||SIMPLE
1000031|Contact / sans contact|sans contact||||SIMPLE
1000031|Technologie|magnétique||||SIMPLE
1000031|Signal de sortie|analogique||||SIMPLE
1000031|Autres caractéristiques|IP65,IP68,||||LIST
1000031|Fréquence de mesure|125|||Hz|SIMPLE
1000032|Type|linéaire||||SIMPLE
1000032|Contact / sans contact|sans contact||||SIMPLE
1000032|Technologie|magnétique||||SIMPLE
1000032|Signal de sortie|analogique||||SIMPLE
1000032|Autres caractéristiques|IP65,IP68,||||LIST
1000032|Applications|pour vérin||||SIMPLE
1000032|Plage de mesure||50|160|mm|MIN_MAX
1000032|Fréquence de mesure|1|||kHz|SIMPLE
1000033|Type|linéaire||||SIMPLE
1000033|Contact / sans contact|sans contact||||SIMPLE
1000033|Technologie|magnétique||||SIMPLE
1000033|Signal de sortie|analogique||||SIMPLE
1000033|Autres caractéristiques|IP65,IP67,||||LIST
1000033|Applications|pour pince de préhension,pour vérin,||||LIST
1000033|Plage de mesure||48|52|mm|MIN_MAX
1000034|Contact / sans contact|sans contact||||SIMPLE
1000034|Technologie|magnétique||||SIMPLE
1000034|Applications|pour pince de préhension||||SIMPLE
1000034|Plage de mesure|||||SIMPLE
1000035|Technologie|inductif||||SIMPLE
1000035|Forme|cylindrique||||SIMPLE
1000035|Signal de sortie|analogique||||SIMPLE
1000035|Plage de mesure||0|2|mm|MIN_MAX
1000281|Domaine|industriel||||SIMPLE
1000281|Autres caractéristiques|à membrane||||SIMPLE
1000281|Pression de sortie||4|13|bar|MIN_MAX
1000282|Caractéristiques du gaz|pur||||SIMPLE
1000282|Domaine|de laboratoire||||SIMPLE
1000282|Autres caractéristiques|à membrane||||SIMPLE
1000282|Pression de sortie||5|13|bar|MIN_MAX
1000283|Caractéristiques du gaz|ultra pur||||SIMPLE
1000283|Autres caractéristiques|PSA,pour ELSD,pour LC/MS,||||LIST
1000283|Débit||0|228|l/min|MIN_MAX
1000283|Pression de sortie||7|10|bar|MIN_MAX
1000284|Autres caractéristiques|pour chromatographie en phase gazeuse||||SIMPLE
1000284|Débit|0.51,0.26,0.1,0.165,|||l/min|LIST
1000284|Pression de sortie||0.7|6.9|bar|MIN_MAX
1000285|Produit traité|pour flexible hydraulique||||SIMPLE
1000285|Mode de fonctionnement|semi-automatique||||SIMPLE
1000285|Autres caractéristiques|portable||||SIMPLE
1000286|Mode de fonctionnement|manuelle||||SIMPLE
1000286|Application|pour raccord||||SIMPLE
1000287|Technique|électrochimique||||SIMPLE
1000287|Applications|pour métal,pour matières plastiques,pour étiquettes,pour aluminium,||||LIST
1000287|Autres caractéristiques|A4||||SIMPLE
1000288|Technologie|à air sec||||SIMPLE
1000288|Batch / continu|batch||||SIMPLE
1000288|Applications|d'armoire électrique||||SIMPLE
1000289|Technologie|par adsorption||||SIMPLE
1000289|Autres caractéristiques|compact,modulaire,||||LIST
