product_id|label|value|value_min|value_max|unit|type
1000141|Autres caractéristiques|4 x PCI||||SIMPLE
1000142|Spécifications|de connexion||||SIMPLE
1000143|Réseau|Ethernet,pour fibre optique,||||LIST
1000143|Autres caractéristiques|monomode,multimode,SFP,||||LIST
1000144|Réseau|RFID||||SIMPLE
1000144|Autres caractéristiques|durcie,compacte,||||LIST
1000144|Fréquence|125|||kHz|SIMPLE
1000145|Réseau|RFID||||SIMPLE
1000145|Type|cylindrique||||SIMPLE
1000145|Autres caractéristiques|durcie||||SIMPLE
1000145|Fréquence|13.6|||MHz|SIMPLE
1000146|Réseau|UHF,RFID,||||LIST
1000146|Autres caractéristiques|durcie,longue portée,||||LIST
1000146|Fréquence||865|928|MHz|MIN_MAX
1000147|Réseau|GSM,2G,Bluetooth,WiFi,||||LIST
1000147|Type|interne||||SIMPLE
1000147|Autres caractéristiques|d'extérieur,compacte,||||LIST
1000147|Fréquence||824|2,400|MHz|MIN_MAX
1000147|Gain|2.2,2.14,|||dB|LIST
1000148|Réseau|2.4 et 5 GHz,WLAN,||||LIST
1000148|Type|externe,omnidirectionnelle,||||LIST
1000148|Fréquence|5,2.4,|||GHz|LIST
1000148|Gain||5|8|dB|MIN_MAX
1000149|Fonction|de commande||||SIMPLE
1000149|Technologie|électrique||||SIMPLE
1000149|Type|1 pédale||||SIMPLE
1000150|Type|permanent||||SIMPLE
1000150|Montage|fileté||||SIMPLE
1000150|Niveau de protection|ATEX||||SIMPLE
1000150|Autres caractéristiques|de signalisation||||SIMPLE
1000151|Configuration|à main||||SIMPLE
1000151|Connectique|USB||||SIMPLE
1000151|Fréquence|125|||kHz|SIMPLE
1000152|Connectique|ethernet||||SIMPLE
1000152|Autres caractéristiques|UHF||||SIMPLE
1000152|Fréquence||865|928|MHz|MIN_MAX
1000153|Configuration|compact||||SIMPLE
1000154|Actionnement|mécanique||||SIMPLE
1000154|Type|angulaire||||SIMPLE
1000154|Nombre de mâchoires|à 2 mâchoires||||SIMPLE
1000154|Force de préhension||40|80|N|MIN_MAX
1000155|Actionnement|mécanique||||SIMPLE
1000155|Type|parallèle||||SIMPLE
1000155|Nombre de mâchoires|à 2 mâchoires||||SIMPLE
1000155|Options|compacte||||SIMPLE
1000155|Course||2|12.5|mm|MIN_MAX
1000155|Force de préhension||13.5|483|N|MIN_MAX
1000156|Actionnement|mécanique||||SIMPLE
1000156|Type|parallèle||||SIMPLE
1000156|Nombre de mâchoires|à 2 mâchoires||||SIMPLE
1000156|Options|à double effet,étanche,||||LIST
1000156|Course||3|20|mm|MIN_MAX
1000156|Force de préhension||48|1,932|N|MIN_MAX
1000158|Spécifications|type pick and place||||SIMPLE
1000159|Spécifications|type pick and place||||SIMPLE
1000160|Type d'écran|à écran tactile||||SIMPLE
1000160|Taille d'écran|12""||||SIMPLE
1000160|Résolution|1024 x 768||||SIMPLE
1000160|Processeur|Intel® Atom N270||||SIMPLE
1000160|Autres caractéristiques|sans ventilateur,en boîtier plastique,||||LIST
1000160|Applications|industriel||||SIMPLE
1000161|Type d'écran|LCD||||SIMPLE
1000161|Résolution|1024 x 768,800 x 600,||||LIST
1000161|Processeur|Intel® Atom N270||||SIMPLE
1000161|Applications|industriel||||SIMPLE
1000162|Technologie|TFT,tactile,||||LIST
1000162|Résolution|1024 x 768||||SIMPLE
1000162|Montage|encastrable||||SIMPLE
1000162|Taille d'écran||6|15|in|MIN_MAX
1000163|Technologie|tactile||||SIMPLE
1000163|Résolution|1024 x 768||||SIMPLE
1000163|Montage|encastrable||||SIMPLE
