product_id|label|value|value_min|value_max|unit|type
1000873|Matière|d'air||||SIMPLE
1000874|Spécifications|en aluminium||||SIMPLE
1000875|Spécifications|en aluminium||||SIMPLE
1000561|Technologie|à palettes||||SIMPLE
1000561|Autres caractéristiques|à cylindrée fixe||||SIMPLE
1000561|Couple||60.5|372|Nm|MIN_MAX
1000561|Vitesse de rotation|500,2,000,1,000,3,600,3,,141.59 rad.min-1),||||LIST
1000561|Pression||0|230|bar|MIN_MAX
1000562|Technologie|à piston axial||||SIMPLE
1000562|Autres caractéristiques|à cylindrée fixe,à axe incliné,||||LIST
1000562|Couple||7.8|384.1|Nm|MIN_MAX
1000562|Vitesse de rotation||0|14,000|rpm|MIN_MAX
1000562|Pression||0|420|bar|MIN_MAX
1000562|Cylindrée||5|19|cm³|MIN_MAX
1000563|Type|à clapet||||SIMPLE
1000563|Actionnement|manuelle||||SIMPLE
1000563|Fonction|de contrôle||||SIMPLE
1000563|Media|pour air||||SIMPLE
1000563|Corps|en laiton,en métal,||||LIST
1000563|Applications|pour panneau frontal||||SIMPLE
1000563|Autres caractéristiques|3/2 voies||||SIMPLE
1000563|Température||-10|60|°C|MIN_MAX
1000563|Pression||0|8|bar|MIN_MAX
1000563|DN||2|2.5|mm|MIN_MAX
1000563|Débit||65|95|l/min|MIN_MAX
1000564|Type|à clapet||||SIMPLE
1000564|Fonction|de régulation de pression||||SIMPLE
1000564|Media|pour air comprimé||||SIMPLE
1000564|Température||0|60|°C|MIN_MAX
1000564|Pression||0|9|bar|MIN_MAX
1000564|DN||4|8|mm|MIN_MAX
1000564|Débit||67|127|l/min|MIN_MAX
1000565|Type|à clapet||||SIMPLE
1000565|Actionnement|manuelle||||SIMPLE
1000565|Fonction|de contrôle||||SIMPLE
1000565|Media|pour air||||SIMPLE
1000565|Corps|en laiton,en métal,||||LIST
1000565|Applications|pour panneau frontal||||SIMPLE
1000565|Autres caractéristiques|3/2 voies||||SIMPLE
1000565|Température||-10|60|°C|MIN_MAX
1000565|Pression||0|8|bar|MIN_MAX
1000565|DN||2|2.5|mm|MIN_MAX
1000565|Débit||65|95|l/min|MIN_MAX
1000566|Type|à clapet||||SIMPLE
1000566|Fonction|de régulation de pression||||SIMPLE
1000566|Media|pour air comprimé||||SIMPLE
1000566|Température||0|60|°C|MIN_MAX
1000566|Pression||0|9|bar|MIN_MAX
1000566|DN||4|8|mm|MIN_MAX
1000566|Débit||67|127|l/min|MIN_MAX
1000567|Type|à clapet||||SIMPLE
1000567|Actionnement|à commande pneumatique||||SIMPLE
1000567|Fonction|de contrôle de débit||||SIMPLE
1000567|Media|pour air comprimé,pour gaz neutre,||||LIST
1000567|Corps|en aluminium||||SIMPLE
1000567|Autres caractéristiques|2/2 voies||||SIMPLE
1000567|Température||-10|60|°C|MIN_MAX
1000567|Pression||2|21|bar|MIN_MAX
1000567|DN||4|12|mm|MIN_MAX
1000567|Débit||1,000|42,000|l/min|MIN_MAX
1000568|Type|à pointeau||||SIMPLE
1000568|Actionnement|manuelle||||SIMPLE
1000568|Autres caractéristiques|pour fluide agressif||||SIMPLE
1000568|Température||-57|371|°C|MIN_MAX
1000568|Pression||0|6,000|psi|MIN_MAX
1000568|DN|8,6,|||mm|LIST
1000568|Débit||0|2,995|m³/h|MIN_MAX
1000569|Type|à pointeau||||SIMPLE
1000569|Actionnement|manuelle||||SIMPLE
1000569|Autres caractéristiques|compacte||||SIMPLE
1000569|Température||-54|371|°C|MIN_MAX
1000569|Pression||207|414|bar|MIN_MAX
1000569|DN|0.25|||in|SIMPLE
1000570|Type|à pointeau||||SIMPLE
1000570|Actionnement|manuelle||||SIMPLE
1000570|Applications|pour environnement dangereux||||SIMPLE
1000570|Autres caractéristiques|haute température||||SIMPLE
1000570|Température||-54|649|°C|MIN_MAX
1000570|Pression||0|413.7|bar|MIN_MAX
1000570|DN||6|25|mm|MIN_MAX
1000571|Type|à piston||||SIMPLE
1000571|Actionnement|à commande électrique||||SIMPLE
1000571|Media|pour air comprimé||||SIMPLE
1000571|Corps|en aluminium,en inox,||||LIST
1000571|Autres caractéristiques|d'échappement rapide,3/2 voies,||||LIST
1000571|Température||-10|50|°C|MIN_MAX
1000571|Pression||3.5|10|bar|MIN_MAX
1000571|DN||0.25|1|in|MIN_MAX
1000571|Débit|4,300,|||l/min|SIMPLE
1000572|Type|à piston||||SIMPLE
1000572|Actionnement|électrique||||SIMPLE
1000572|Fonction|de contrôle||||SIMPLE
1000572|Media|pour l'eau||||SIMPLE
1000572|Corps|à siège incliné,en inox,en aluminium,||||LIST
1000572|Applications|pour applications industrielles||||SIMPLE
1000572|Autres caractéristiques|compacte,haute température,||||LIST
1000572|DN||10|65|mm|MIN_MAX
1000573|Type|coulissante||||SIMPLE
1000573|Actionnement|manuelle||||SIMPLE
1000573|Fonction|d'arrêt||||SIMPLE
1000573|Media|pour air comprimé||||SIMPLE
1000573|Corps|en aluminium||||SIMPLE
1000573|Autres caractéristiques|standard,3/2 voies,||||LIST
1000573|Température||-10|80|°C|MIN_MAX
1000573|Pression||0|12|bar|MIN_MAX
1000573|DN||0.125|0.75|in|MIN_MAX
1000573|Débit||236|7,691|l/min|MIN_MAX
1000574|Type|coulissante||||SIMPLE
1000574|Actionnement|manuelle||||SIMPLE
1000574|Fonction|d'arrêt||||SIMPLE
1000574|Media|pour air comprimé||||SIMPLE
1000574|Corps|en laiton||||SIMPLE
1000574|Autres caractéristiques|3/2 voies||||SIMPLE
1000574|Température||-10|60|°C|MIN_MAX
1000574|Pression||0|10|bar|MIN_MAX
1000574|DN||2.5|18|mm|MIN_MAX
1000574|Débit||120|6,800|l/min|MIN_MAX
1000575|Type|coulissante||||SIMPLE
1000575|Actionnement|manuelle||||SIMPLE
1000575|Fonction|d'arrêt||||SIMPLE
1000575|Media|pour air comprimé,pour gaz neutre,||||LIST
1000575|Corps|en aluminium||||SIMPLE
1000575|Autres caractéristiques|3/2 voies||||SIMPLE
1000575|Température||-10|60|°C|MIN_MAX
1000575|Pression||0|21|bar|MIN_MAX
1000575|DN||4|12|mm|MIN_MAX
1000575|Débit||1,200|32,000|l/min|MIN_MAX
1000576|Type|coulissante||||SIMPLE
1000576|Actionnement|manuelle||||SIMPLE
1000576|Fonction|d'arrêt||||SIMPLE
1000576|Media|pour air comprimé||||SIMPLE
1000576|Corps|en aluminium||||SIMPLE
1000576|Autres caractéristiques|standard,3/2 voies,||||LIST
1000576|Température||-10|80|°C|MIN_MAX
1000576|Pression||0|12|bar|MIN_MAX
1000576|DN||0.125|0.75|in|MIN_MAX
1000576|Débit||236|7,691|l/min|MIN_MAX
1000577|Type|à boisseau sphérique||||SIMPLE
1000577|Actionnement|manuelle||||SIMPLE
1000577|Fonction|d'arrêt||||SIMPLE
1000577|Media|pour air comprimé||||SIMPLE
1000577|Autres caractéristiques|3/2 voies||||SIMPLE
1000577|Température||0|60|°C|MIN_MAX
1000577|Pression||0|10|bar|MIN_MAX
1000577|DN||5|7|mm|MIN_MAX
1000577|Débit||278|840|l/min|MIN_MAX
