product_id|model|label|description|category_id|brand|image|status
1000141|SITOP CNX8600 24 V, 4x10 A|module d'extension 4 x PCI|Les modules d'extension CNX8600 font partie du système modulaire SITOP PSU8600 et permettent d'étendre le nombre de sorties de l'appareil de base faisant l'objet d'une surveillance sélective. Il est possible de raccorder jusqu'à 3 modules d'extension CNX8600 à l'appareil de base PSU8600. La liaison s'effectue au niveau de la face supérieure des modules, sans aucun travail de câblage, via le système Clip Link, un connecteur de liaison pour données système et alimentation en énergie.|30124|siemens|1545131173672-0ee6e8ac-35f7-4adc-9ae7-2aad6552b583|DONE
1000142|AIRTÈCNICS|interface de connexion|Permet la connexion à un système de gestion centralisé comme BMS et également aux contrôleurs standard|30124|IFM|1545131178938-b858d1b4-cb7e-419d-9c5f-672e4670dcf5|DONE
1000143|Weidmüller|émetteur-récepteur Ethernet / pour fibre optique / monomode / multimode|Conforme IEEE 802.3z (modules Gigabit)<br> • Conforme IEEE 802.3u (modules Ethernet rapide)<br> • Entrées et sorties LVPECL symétriques (Module Gigabit)<br> • Entrées et sorties PECL symétriques (modules Fast Ethernet)<br> • Affichage de reconnaissance de signaux TTL<br> • Connecteur duplex LC débrochable en fonctionnement<br> • Produit laser classe 1 ; conforme à EN60825-1<br> • Température de fonctionnement : -40 à 85°C (modèles T)|30125|Weidmüller|1545131184645-bf48a3e4-6823-49f7-ace7-a81cf0feefc0|DONE
1000144|ANT512|antenne RFID / durcie / compacte|Boîtier compact et robuste<br> Grand espace d'écriture/ de lecture<br> Raccordement facile par connecteur M12 éprouvé|30128|IFM|1545131189142-35900c09-5b86-47c1-84f3-31fe0b468eaa|DONE
1000145|DTC510, ANT4, ANT5 series|antenne RFID / cylindrique / durcie|Antennes RFID solides pour technique de montage, d’alimentation et de manipulation<br> Boîtier selon le standard industriel<br> Indice de protection élevé adapté aux exigences dans les environnements industriels sévères<br> Raccordement facile par connecteur M12 éprouvé<br> Variantes pour l’utilisation dans les applications hygiéniques|30128|IFM|1545131196427-6e030b78-6d93-40c1-8658-ec4bb8e3aed7|DONE
1000146|ANT8, ANT9 series|antenne RFID / UHF / durcie / longue portée|Antennes pour toutes les applications : Ultra Low, Low, Mid et Wide Range<br> Portée de lecture élevée en champ distant<br> Sélectivité élevée en champ rapproché|30128|IFM|1545131201853-2f897d65-43b9-4eed-8893-77230c15c974|DONE
1000147|8898016 series|antenne GSM / 2G / Bluetooth / WiFi|Utilisé avec toute la gamme d'em4 à distance, alerte em4<br> 2G et 3G<br> Wifi, Bluetooth, UMTS et GSM compatibles<br> Bâti magnétique interne avec le câble de longueur de 3 m<br> contrat, pour hors de l'installation de panneau<br> (88 980 160)<br> Bâti magnétique/collant avec le câble de longueur de 3 m<br> pour monter discret hors du panneau ou<br> extérieur (88 980 161)<br> Robuste, bâti de parenthèse avec la longueur 10m<br> câble pour l'installation extérieure (88 980 162)|30128|crouzet|1545131206731-70130d5c-d104-4875-81d0-c820a8ec4150|DONE
1000148|Weidmüller|antenne 2.4 et 5 GHz / WLAN / externe / omnidirectionnelle|À utiliser avec le Point d'accès WLAN Weidmüller<br> • Antennes omnidirectionnelles et directives<br> • Pour une utilisation sur les bandes de fréquences 2,4 GHz et 5 GHz <br> • Utilisation à l'extérieur possible grâce à sa conception robuste (jusqu'à IP68)<br> • Câble pour connexion des antennes externes au point d'accès WLAN Weidmüller en versions 2 mètres et 4 mètres|30128|Weidmüller|1545131211209-2400259c-877a-43ce-bd39-eeb1a3e81bf3|DONE
1000149|81 999 501|pédale de commande / électrique / 1 pédale|Reconnu depuis plus de 50 ans pour la qualité de ses produits, Crouzet Control vous propose de découvrir l’ensemble de son offre de produits Pneumatiques en atmosphères industrielle et explosible.<br> <br> Pour anticiper les évolutions du marché et de vos besoins, Crouzet Control développe des composants et des solutions d’automatismes, standards ou spécifiques, répondant à toutes vos applications tertiaires ou industrielles ainsi qu’aux exigences des constructeurs de machines et d’équipements automatisés.|30131|crouzet|1545131217006-c9ee2fe2-e23f-41a8-9633-2feb89d6fd3b|DONE
1000150|84 150 series|voyant permanent / fileté / ATEX / de signalisation|Reconnu depuis plus de 50 ans pour la qualité de ses produits, Crouzet Control vous propose de découvrir l’ensemble de son offre de produits Pneumatiques en atmosphères industrielle et explosible.<br> <br> Pour anticiper les évolutions du marché et de vos besoins, Crouzet Control développe des composants et des solutions d’automatismes, standards ou spécifiques, répondant à toutes vos applications tertiaires ou industrielles ainsi qu’aux exigences des constructeurs de machines et d’équipements automatisés.|30133|crouzet|1545131221066-f21a35ab-9204-46dd-8f33-4fb20861baf5|DONE
