product_id|model|label|description|category_id|brand|image|status
1000461|DSN, ESN|vérin pneumatique / à simple effet / double effet / standard|<br> Diamètre 8, 10, 12, 16, 20, 25 mm (standard)<br> Course 1 ... 500 mm<br> Force 24 ... 295 N<br> Double effet, simple effet,tige sortie<br> Amortissement fixe/ajustable|50401|festo|1545131193680-ed6b7b18-ce44-4f5a-b387-d93e0d8a7963|DONE
1000462|P1A series|vérin pneumatique / à simple effet / à double effet / à tige traversante|Vérins mini ISO 6432 P1A. Diamètres 10 à 25 mm, courses standard ISO 4393 jusqu’à 500 mm, jusqu’à 1000 mm sur demande.Les mini-vérins ISO sont disponibles en version simple et double effet. Ils sont adaptés aux applications ou l’espace est réduit car compacts, légers et offrant des formes extérieures lisses pour une parfaite intégration dans la machine. Amortissement élastique ou pneumatique réglable pour une meilleure durabilité. Piston magnétique, tige de piston, tube et écrous de fixation en acier inoxydable en standard. Nez et fond en aluminium anodisé. De nombreuses variantes telles que, vérins avec course spéciale, vérins avec tige rallongée, vérins avec tige traversante, vérins hautes températures, vérins avec joint de nez en élastomère fluoré. Raccordements pneumatiques intégrés, alimentation sur chaque flasque. Gammes de modules de guidage en H et U, kits de fixation, accessoires et capteurs associés également disponibles.|50401|Parker|1545131197862-e50ec775-220e-49db-b99a-86e18d5d3505|DONE
1000463|C0D, C0P series|vérin pneumatique / à simple effet / à double effet / à piston|Vérins à membrane et à piston C0D et C0P. 6 tailles, forces jusqu'à 25000 N.Les vérins à membrane ou à pistons courses courtes sont disponibles en version simple et double effet. Ils sont utilisés pour du bridage , rivetage, poinçonnage et toute autre application qui requiert une grande force de serrage. Bonne résistance à la corrosion. Livrés sans écrous. Montage type presse en option pour la fixation des vérins.|50401|Parker|1545131204480-80262846-ee84-4064-abe5-c4fe16a36968|DONE
1000464|9109|vérin pneumatique / à simple effet / souple / rond|Les vérins souples simple effet constituent la solution idéale pour les applications de petites courses avec des efforts très élevés (jusqu’à 18200N sous 1 bar).Fabriqués à partir de caoutchouc synthétique renforcé en versions 1, 2, 3 lobes selon la course et le modèle, les vérins souples ne comportent pas de pièces métalliques en mouvement alternatif comme les vérins pneumatiques conventionnels, ce qui élimine tout effort de friction. Disponibles en dix diamètres différents, tous les modèles sont fournis complètement assemblés. Les vérins de diamètre 70 à 660 mm (soit 2¾"" à 26"") comportent des plaques et des bagues d'accrochage en aluminium. En option version en acier inoxydable.|50401|Parker|1545131209258-161d03a8-9f8a-47b4-9857-f09a2721f193|DONE
1000465|ADN|vérin pneumatique / double effet / compact / ISO 21287|* Diamètre 12, 16, 20, 25, 32, 40, 50, 63, 80, 100, 125 mm<br> * Longueur de course 1 ... 500 mm<br> * Force 51 ... 7 363 N<br> * Double effet<br> * Détection de position<br> * Amortissement fixe<br> * Taraudage<br> * Filetage.|50402|festo|1545131218129-895a9560-9290-42e2-8840-9b876cbf0c93|DONE
1000466|ADNP|vérin pneumatique / double effet / compact / ISO 21287|<br> Diamètre 20, 25, 32, 40, 50 mm<br> Course 5 …80 mm<br> Force 188 … 1 178 N<br> Double effet<br> Détection de position<br> Amortissement fixe<br> <br> Caractéristiques spécifiques:<br> <br> Culasse arrière et avant en polymère|50402|festo|1545131222482-370ed0dd-8fa3-4743-9987-822091146c0d|DONE
1000467|ADN-EL|vérin pneumatique / double effet / à détection de position / compact|<br> Diamètre 20, 25, 32, 40, 50, 63, 80, 100 mm<br> Course 10 … 500 mm<br> Force 188 … 4 712 N<br> Double effet<br> Détection de position<br> Amortissement fixe<br> <br> Caractéristiques spécifiques:<br> <br> Verrouillage de fin de course à l'avant, à l'arrière ou aux deux extrémités|50402|festo|1545131227177-5681ec6f-31c7-4460-8567-aa2225e1a753|DONE
1000468|HMI, HMD series|vérin hydraulique / double effet / ISO / à tirants|Vérins linéaires à tirants HMI/HMD<br> <br> Vérins linéaires à tirants HMI/HMD, selon la norme ISO 6020/2, pression de 210 bar, alésage 25 à 200 mm, conception personnalisée possible et nombreux accessoires.|50402|Parker|1545131232310-9e8b3dd2-d617-4fa9-9227-4bb35ed6d504|DONE
1000469|MMA series|vérin hydraulique / double effet / ISO / rond|Vérins linéaires ronds MMA<br> <br> Vérins linéaires ronds MMA, type ""sidérurgique"" suivant ISO 6022, pression 250 bar, alésage de 50 à 320 mm, 4 types d'étanchéité, plage de températures de -20 à + 150°C suivant matériaux d'étanchéité et fluides, conception personnalisée possible.|50402|Parker|1545131240574-df51e8cd-5d47-47c2-b63b-341092272075|DONE
1000470|CHL, CHH series|vérin hydraulique / double effet / compact / de blocage|Vérins de blocage CHH / CHL<br> <br> Vérins compacts de bridage CHL/ CHH, pressions de service jusqu'à 100 et 160 bar, alésage 32 à 80 mm, courses jusqu'à 100 mm, températures de -10° à + 100°C, possibilité d'intégrer une détection de position, montage de face et à pattes.|50402|Parker|1545131245775-42cd6b19-3ffb-4bc9-9dbf-bb1fd7635d92|DONE
1000471|ADN|vérin pneumatique / double effet / compact / ISO 21287|* Diamètre 12, 16, 20, 25, 32, 40, 50, 63, 80, 100, 125 mm<br> * Longueur de course 1 ... 500 mm<br> * Force 51 ... 7 363 N<br> * Double effet<br> * Détection de position<br> * Amortissement fixe<br> * Taraudage<br> * Filetage.|50403|festo|1545131251279-fc3e4042-e2c2-45f6-ae44-e8d99d44bfed|DONE
1000472|AEN|vérin pneumatique / à tige / à simple effet / en acier|<br> Diamètre 12, 16, 20, 25, 32, 40, 50, 63, 80, 100 mm<br> Course 1 ... 25 mm<br> Force 59 ... 4 510 N<br> Simple effet, tige sortie/tige rentrée<br> Amortissement fixe<br> <br> Caractéristiques spécifiques:<br> <br> Simple effet, tige sortie/tige rentrée|50403|festo|1545131255794-abb9e4e3-a47f-42bd-99bc-d242de3d007c|DONE
1000473|ADNP|vérin pneumatique / double effet / compact / ISO 21287|<br> Diamètre 20, 25, 32, 40, 50 mm<br> Course 5 …80 mm<br> Force 188 … 1 178 N<br> Double effet<br> Détection de position<br> Amortissement fixe<br> <br> Caractéristiques spécifiques:<br> <br> Culasse arrière et avant en polymère|50403|festo|1545131260371-9b38f678-6953-4c5d-8cd9-4cd9c9f7081d|DONE
