product_id|model|label|description|category_id|brand|image|status
1000631|AI C13V17N|raccord à visser / droit / hydraulique / en plastique|«&nbsp; Description de produit<br> Série  tfittings et tubes flexibles<br> Famille  glandes tCable, garnitures et conduits flexibles<br> D'autres détails techniques<br> Poids (kilogrammes)<br> <br>  t0,01<br> L'information de commande générale<br> Code d'EAN  t8015747129954<br> L'information de empaquetage<br> Sous-emballage poids) (de kilogramme  t0,13<br> description de Sous-emballage  sac tPlastic<br> Sous-emballage quantité) (de PCs  t10<br> code du Sous-emballage EAN  t8015747135504  /html&nbsp;»|60502|ILME|1545131171628-a160edb8-c4c6-411d-a8f5-e76f918e349e|DONE
1000632|NPQH|raccord enfichable / push-in / coudé / pour air comprimé|<br> Raccordement M5, M7, G1/8, G1/4, G3/8, G1/2<br> Pour diamètre extérieur de tuyau 4, 6, 8, 10, 12, 14 mm<br> Union mâle 4, 6, 8, 10, 12, 14 mm<br> Température ambiante 0 ... 150 °C<br> Raccord fileté<br> Filetage G avec bague d'étanchéité<br> Compatible avec le vide<br> Raccords enfichables<br> Connecteurs mâles<br> Traversées de cloisons<br> Traversées de cloisons avec unions mâles<br> Raccords traversée de cloison<br> <br> Caractéristiques spécifiques:<br> <br> Conception métallique robuste<br> Résistant aux températures et pressions élevées<br> Résistant aux produits chimiques<br> Conforme FDA|60503|festo|1545131175953-09ee23a8-b457-4624-b609-272dd24d4868|DONE
1000633|NPQM|raccord enfichable / push-in / coudé / pneumatique|<br> Raccordement M5, M7, G1/8, G1/4, G3/8, G1/2<br> Pour diamètre extérieur de tuyau 4, 6, 8, 10, 12, 14 mm<br> Union mâle 4, 6, 8, 10, 12 mm<br> Raccord fileté<br> Filetage G avec bague d'étanchéité<br> Raccords enfichables<br> Connecteurs mâles<br> Connecteurs mâles avec unions mâles<br> <br> Caractéristiques spécifiques:<br> <br> Conception métallique robuste<br> Résistant aux températures et pressions élevées|60503|festo|1545131180273-a1bfd468-c5a3-4a6b-9470-f116009709cd|DONE
1000634|CK|raccord à visser / rapide / droit / pour air comprimé|<br> Raccord M5, G1/8, G1/4, G3/8, G1/2<br> Pour diamètre intérieur de tuyau 3, 4, 6, 9, 13 mm<br> Raccord fileté<br> Filetage métrique avec bague de joint<br> Filetage G avec bague de joint<br> Connecteurs rapides<br> Obturateurs<br> Répartiteurs<br> Ecrous-raccords<br> Répartiteurs multiples<br> Banjos<br> Vis creuse.|60503|festo|1545131185049-89a0358b-972d-4c40-b29d-f17f92ec1389|DONE
1000635|UPTC series|raccord push-to-lock / droit / hydraulique / standard|Raccord encliquetable pour tubes et tuyaux. Utilisation avec des raccords standard E0 (ISO 8434-1, srie L de diamtre 6 22mm) et sur raccords O-lok (ISO 8434-3 de 1/4"" 1""). Pression nominale de 400 bar maxi et temprature de -40C 150C. Facilit de montage et gain de temps au montage, encombrements rduits, fiabilit.|60503|Parker|1545131189560-51b617a5-5c52-4b36-902b-d27c72bab876|DONE
1000636|R series|raccord tournant pour eau / 2 passages / en laiton / en acier inoxydable|Le type joints tournants de R sont fabriqués avec les matériaux dommage-résistants. Les matières employées par le type joints tournants de R sont l'acier inoxydable en laiton et. Ces joints sont spécifiquement conçus pour des services qui est lié à l'air, au pétrole thermique et à l'eau. Ce dispositif a un dispositif à plein régime qui fournit des débits plus élevés ces des résultats dedans aux limites diminuées.<br> <br> En outre, les joints tournants sont disponibles dans les arrangements à courant simple et doubles d'écoulement. Ce prouduct donne des tailles qui s'étend de 3/8 jusqu'à 6 pouces.|60504|Johnson Fluiten|1545131196381-4ce89fef-cff3-439e-9216-420686959b10|DONE
1000637|NPQH|raccord enfichable / push-in / coudé / pour air comprimé|<br> Raccordement M5, M7, G1/8, G1/4, G3/8, G1/2<br> Pour diamètre extérieur de tuyau 4, 6, 8, 10, 12, 14 mm<br> Union mâle 4, 6, 8, 10, 12, 14 mm<br> Température ambiante 0 ... 150 °C<br> Raccord fileté<br> Filetage G avec bague d'étanchéité<br> Compatible avec le vide<br> Raccords enfichables<br> Connecteurs mâles<br> Traversées de cloisons<br> Traversées de cloisons avec unions mâles<br> Raccords traversée de cloison<br> <br> Caractéristiques spécifiques:<br> <br> Conception métallique robuste<br> Résistant aux températures et pressions élevées<br> Résistant aux produits chimiques<br> Conforme FDA|60506|festo|1545131201543-76e65b5e-8661-4869-9336-6c38d98d5b25|DONE
1000638|NPQM|raccord enfichable / push-in / coudé / pneumatique|<br> Raccordement M5, M7, G1/8, G1/4, G3/8, G1/2<br> Pour diamètre extérieur de tuyau 4, 6, 8, 10, 12, 14 mm<br> Union mâle 4, 6, 8, 10, 12 mm<br> Raccord fileté<br> Filetage G avec bague d'étanchéité<br> Raccords enfichables<br> Connecteurs mâles<br> Connecteurs mâles avec unions mâles<br> <br> Caractéristiques spécifiques:<br> <br> Conception métallique robuste<br> Résistant aux températures et pressions élevées|60506|festo|1545131206418-7a2bfe07-6b77-4efc-a132-eed94058fad4|DONE
1000639|CN|raccord cannelé / en T / pour air comprimé / en aluminium|<br> Raccord M3, M5, G1/8, G1/4, G3/8<br> Pour diamètre intérieur de tuyau 2, 3, 4, 6 mm<br> Raccord fileté<br> Filetage métrique avec bague de joint<br> Filetage G avec bague de joint<br> Raccords cannelés<br> Raccords cannelés traversants<br> Unions cannelées traversantes<br> Raccords cannelés en T.|60506|festo|1545131215469-e44d1b0a-33d9-4282-b3bc-0a33b50282fd|DONE
1000640|N, CN|raccord à visser / droit / pour air comprimé / en laiton|<br> Raccord G1/8, G1/4, G3/8, G1/2, G3/4<br> Pour diamètre intérieur de tuyau : 6, 9, 13, 19 mm<br> Raccord fileté<br> Filetage G avec bague de joint<br> Raccords cannelés<br> Colliers de serrage.|60507|festo|1545131220504-1ca54d48-dd8b-416f-976e-c69effb43d39|DONE
1000641|CK|raccord à visser / rapide / droit / pour air comprimé|<br> Raccord M5, G1/8, G1/4, G3/8, G1/2<br> Pour diamètre intérieur de tuyau 3, 4, 6, 9, 13 mm<br> Raccord fileté<br> Filetage métrique avec bague de joint<br> Filetage G avec bague de joint<br> Connecteurs rapides<br> Obturateurs<br> Répartiteurs<br> Ecrous-raccords<br> Répartiteurs multiples<br> Banjos<br> Vis creuse.|60507|festo|1545131225307-f92f92f7-1348-4945-8713-b0e05448e963|DONE
1000642|NPFC|raccord à visser / coudé / pour air comprimé / pneumatique|<br> Raccord M5, R1/8, R1/4, R3/8, R1/2, R3/4, R1, G1/8, G1/4, G3/8, G1/2, G3/4, G1<br> Filetage<br> Filetage métrique avec bague d'étanchéité<br> Filetage R avec revêtement PTFE<br> Filetage G avec bague d'étanchéité.|60507|festo|1545131230476-5658ed05-80f1-4298-8456-c43ab4f05147|DONE
1000643|Parker Hannifin France SAS|raccord fileté / droit / coudé à 90°|Raccords filetés pipeFiletage NPT-BSPP-BSPT de 1/16"" à 2"".|60507|Parker|1545131237895-bb123afc-f5c7-48f9-b7c0-edf77e361cbd|DONE
1000644|EO, EO2 series|raccord à bague coupante / droit / hydraulique / en acier|Raccords à bague EO et EO2 acier sans chrome 6<br> <br> Raccords à bague coupante selon norme DIN 2353L/S et ISO 8434-1 pour sertissage sur tube rigide en acier. Etanchéité métal/métal (gamme EO) ou renforcée avec joint élastomère NBR et butée mécanique (gamme EO2) facilitant la sécurité et la fiabilité du montage. Séries LL, L et S. Pression nominale jusqu'à 800 bar maxi. Traitement de surface sans CR VI avec tenue à la corrosion de 500 heures (rouille blanche). L’étanchéité par joint élastomère est également disponible en FKM pour les applications en hautes températures ou pour la compatibilité avec certains fluides.|60507|Parker|1545131243507-12c991d7-bcdc-46c8-8096-37f7be074077|DONE
