product_id|label|value|value_min|value_max|unit|type
1000551|Type|hydraulique||||SIMPLE
1000551|Technologie|double effet||||SIMPLE
1000551|Autres caractéristiques|ISO,rond,pousseur,||||LIST
1000551|Force||4|969|kN|MIN_MAX
1000551|Vitesse||0.1|12|m/s|MIN_MAX
1000552|Type|hydraulique||||SIMPLE
1000552|Technologie|double effet||||SIMPLE
1000552|Autres caractéristiques|compact,de blocage,à détection de position,de bridage,||||LIST
1000552|Course||0|100|mm|MIN_MAX
1000552|Force|50.3,80.4,|||kN|LIST
1000552|Vitesse||0.008|0.1|m/s|MIN_MAX
1000553|Type|pneumatique||||SIMPLE
1000553|Technologie|double effet||||SIMPLE
1000553|Autres caractéristiques|compact,ISO 21287,à détection de position,en acier,||||LIST
1000553|Course||1|500|mm|MIN_MAX
1000553|Force||51|7,363|N|MIN_MAX
1000554|Type|pneumatique||||SIMPLE
1000554|Technologie|à simple effet,à tige,||||LIST
1000554|Autres caractéristiques|compact,ISO 21287,en acier,||||LIST
1000554|Course||1|25|mm|MIN_MAX
1000554|Force||59|4,510|N|MIN_MAX
1000555|Type|pneumatique||||SIMPLE
1000555|Technologie|double effet||||SIMPLE
1000555|Autres caractéristiques|compact,ISO 21287,||||LIST
1000555|Course||5|80|mm|MIN_MAX
1000555|Force||188|1,178|N|MIN_MAX
1000556|Type|pneumatique||||SIMPLE
1000556|Technologie|à simple effet,à double effet,à tige traversante,à piston magnétique,||||LIST
1000556|Autres caractéristiques|compact,ISO,mini,de guidage,en acier inoxydable,en aluminium anodisé,||||LIST
1000556|Course||0|1,000|mm|MIN_MAX
1000556|Force||0|350|N|MIN_MAX
1000556|Vitesse||0.1|2.5|m/s|MIN_MAX
1000557|Type|pneumatique||||SIMPLE
1000557|Technologie|à double effet,à tige traversante,||||LIST
1000557|Autres caractéristiques|compact,ISO,||||LIST
1000557|Course||0|500|mm|MIN_MAX
1000558|Type|pneumatique||||SIMPLE
1000558|Technologie|à double effet,à tige traversante,à piston magnétique,||||LIST
1000558|Autres caractéristiques|ISO 15552,tandem,industriel,en acier inoxydable,en aluminium anodisé,de guidage,||||LIST
1000558|Course||0|2,800|mm|MIN_MAX
1000558|Force||550|8,425|N|MIN_MAX
1000558|Vitesse||0.1|3|m/s|MIN_MAX
1000558|Couple||0|53|Nm|MIN_MAX
1000559|Mouvement|rotatif||||SIMPLE
1000559|Type|pneumatique||||SIMPLE
1000559|Technologie|double effet,à tige,||||LIST
1000559|Autres caractéristiques|à détection de position,roto-linéaire,||||LIST
1000559|Course||10|200|mm|MIN_MAX
1000559|Force||102|660|N|MIN_MAX
1000559|Couple||1.25|20|Nm|MIN_MAX
1000560|Technologie|à piston||||SIMPLE
1000560|Autres caractéristiques|à cylindrée variable||||SIMPLE
1000560|Couple|95,175,127,255,|||Nm|LIST
1000560|Vitesse de rotation||3,700|7,900|rpm|MIN_MAX
1000560|Pression||0|420|bar|MIN_MAX
1000560|Cylindrée||12|80|cm³|MIN_MAX
1000071|Valeur controlée/mesurée|de sécurité||||SIMPLE
1000071|Autres caractéristiques|multifonction,sur rail DIN,||||LIST
1000072|Valeur controlée/mesurée|de sécurité||||SIMPLE
1000072|Autres caractéristiques|IEC,avec muting,pour barrière immatérielle,||||LIST
1000073|Valeur controlée/mesurée|de sécurité,de vitesse,||||LIST
1000073|Autres caractéristiques|d'arrêt d'urgence,sur rail DIN,||||LIST
1000074|Valeur controlée/mesurée|de sécurité||||SIMPLE
1000074|Autres caractéristiques|sur rail DIN||||SIMPLE
1000075|Valeur controlée/mesurée|de sécurité||||SIMPLE
1000075|Autres caractéristiques|numérique,IEC,d'arrêt d'urgence,sur rail DIN,||||LIST
1000076|Valeur controlée/mesurée|de sécurité||||SIMPLE
1000076|Autres caractéristiques|sur rail DIN||||SIMPLE
1000077|Affichage|numérique||||SIMPLE
1000077|Type|programmable||||SIMPLE
1000077|Utilisation|de refroidissement,de chauffage,||||LIST
1000077|Autres caractéristiques|configurable||||SIMPLE
1000077|Température maximale||0|50|°C|MIN_MAX
1000078|Affichage|à affichage numérique||||SIMPLE
1000078|Type|programmable||||SIMPLE
1000079|Spécifications|avec électrovanne intégrée||||SIMPLE
1000080|Spécifications|numérique,antidéflagrant,||||LIST
1000081|Type|GPRS||||SIMPLE
1000081|Port|Ethernet||||SIMPLE
1000082|Autre caractéristique|électromécanique||||SIMPLE
1000085|Type|de tension||||SIMPLE
