product_id|label|value|value_min|value_max|unit|type
1000256|Type|à bascule||||SIMPLE
1000256|Configuration des contacts|multipolaire||||SIMPLE
1000256|Autres caractéristiques|action momentanée||||SIMPLE
1000256|Courant|6|||A|SIMPLE
1000256|Tension|24|||V|SIMPLE
1000257|Type|de sélection,à bascule,||||LIST
1000257|Configuration des contacts|multipolaire||||SIMPLE
1000257|Courant|0.1|||A|SIMPLE
1000257|Tension|48|||V|SIMPLE
1000258|Type|rotatif,de sélection,||||LIST
1000258|Configuration des contacts|multipolaire||||SIMPLE
1000258|Autres caractéristiques|électromécanique||||SIMPLE
1000258|Tension||6|380|V|MIN_MAX
1000259|Type|à levier||||SIMPLE
1000259|Configuration des contacts|unipolaire,2,|||pôles|LIST
1000259|Niveau de protection|IP40||||SIMPLE
1000259|Courant|2|||A|SIMPLE
1000259|Tension|24|||V|SIMPLE
1000260|Type|tactile||||SIMPLE
1000260|Configuration des contacts|unipolaire,2,|||pôles|LIST
1000260|Autres caractéristiques|action momentanée||||SIMPLE
1000260|Niveau de protection|IP40||||SIMPLE
1000260|Courant|5|||A|SIMPLE
1000260|Tension|250|||V|SIMPLE
1000261|Fonction|multifonction||||SIMPLE
1000261|Montage|à montage sur rail DIN||||SIMPLE
1000261|Applications produit|pour applications industrielles||||SIMPLE
1000261|Autres caractéristiques|ajustable||||SIMPLE
1000261|Tension||12|240|V|MIN_MAX
1000262|Fonction|multifonction||||SIMPLE
1000262|Montage|à montage sur rail DIN||||SIMPLE
1000262|Autres caractéristiques|ajustable||||SIMPLE
1000262|Tension||12|230|V|MIN_MAX
1000263|Technologie|numérique||||SIMPLE
1000263|Fonction|multifonction||||SIMPLE
1000263|Montage|à montage sur rail DIN||||SIMPLE
1000263|Autres caractéristiques|programmable||||SIMPLE
1000263|Tension||12|240|V|MIN_MAX
1000264|Technologie|numérique||||SIMPLE
1000264|Fonction|multifonction||||SIMPLE
1000264|Montage|monté en panneau||||SIMPLE
1000264|Tension||24|240|V|MIN_MAX
1000265|Montage|à montage sur rail DIN||||SIMPLE
1000266|Technologie|électronique||||SIMPLE
1000266|Fonction|multifonction||||SIMPLE
1000266|Montage|sur rail DIN||||SIMPLE
1000267|Technologie|pneumatique||||SIMPLE
1000268|Montage|à montage sur rail DIN||||SIMPLE
1000268|Autres caractéristiques|ajustable||||SIMPLE
1000269|Spécifications|sur rail DIN,AC/DC,modulaire,||||LIST
1000272|Type de relais|électromécanique||||SIMPLE
1000272|Autres caractéristiques|pour circuit imprimé||||SIMPLE
1000273|Type de relais|électromécanique||||SIMPLE
1000273|Autres caractéristiques|pour circuit imprimé||||SIMPLE
1000274|Autres caractéristiques|miniature||||SIMPLE
1000275|Type de relais|électromécanique||||SIMPLE
1000275|Autres caractéristiques|miniature||||SIMPLE
1000276|Type|avec actionneur à ressort||||SIMPLE
1000276|Courant||1|30|A|MIN_MAX
1000276|VDC|28|||V|SIMPLE
1000276|VAC|115|||V|SIMPLE
1000277|Type|numérique||||SIMPLE
1000277|Spécification électrique|contre les courts-circuits||||SIMPLE
1000277|Mode de fonctionnement|modulaire||||SIMPLE
1000277|Autres caractéristiques|miniature||||SIMPLE
1000277|Applications|pour l'électronique||||SIMPLE
1000277|Courant||1|8|A|MIN_MAX
1000277|VDC|24|||V|SIMPLE
1000278|Type|magnéto-thermique||||SIMPLE
1000278|Mode de fonctionnement|modulaire||||SIMPLE
1000278|Courant||0|1,600|A|MIN_MAX
1000279|Mode de fonctionnement|modulaire||||SIMPLE
1000279|Courant||2|10|A|MIN_MAX
1000279|VDC|24|||V|SIMPLE
1000280|Type|de type 1,de type 2,de type 3,||||LIST
1000280|Autres caractéristiques|à varistance,triphasé,monophasé,||||LIST
1000280|Courant|100,000,|||A|SIMPLE
1000280|Tension|230,400,|||V|LIST
1000806|Technologie|à cartouche||||SIMPLE
1000806|Décolmatage|décolmatage à jet pulsé||||SIMPLE
1000806|Autres caractéristiques|modulaire||||SIMPLE
1000807|Technologie|à cartouche||||SIMPLE
1000807|Décolmatage|décolmatage à jet pulsé||||SIMPLE
1000807|Autres caractéristiques|modulaire||||SIMPLE
1000807|Débit|8,500,|||m³/h|SIMPLE
1000808|Spécifications|aspiration centrale||||SIMPLE
1000809|Montage|mobile||||SIMPLE
1000809|Type|à filtre HEPA||||SIMPLE
1000809|Autres caractéristiques|pour UTA||||SIMPLE
1000809|Débit d'air||82|280|m³/h|MIN_MAX
1000809|Puissance||42|82|W|MIN_MAX
1000810|Fluide|à air||||SIMPLE
1000810|Élément filtrant|à sac||||SIMPLE
1000810|Autre caractéristique|en V,écologique,||||LIST
1000810|Pression de fonctionnement|||||SIMPLE
1000810|Débit||1,700|3,400|m³/h|MIN_MAX
1000811|Fluide|à air||||SIMPLE
1000811|Élément filtrant|à sac||||SIMPLE
1000811|Autre caractéristique|en V,écologique,||||LIST
1000811|Pression de fonctionnement|||||SIMPLE
1000811|Débit||1,700|3,400|m³/h|MIN_MAX
1000812|Fluide|à air||||SIMPLE
1000812|Élément filtrant|à cartouche,à sac,||||LIST
1000812|Autre caractéristique|d'évent||||SIMPLE
1000812|Pression de fonctionnement|||||SIMPLE
1000812|Débit|2,000,|||m³/h|SIMPLE
1000813|Fluide|à air||||SIMPLE
1000813|Élément filtrant|en panneaux||||SIMPLE
1000813|Autre caractéristique|de process,HEPA,||||LIST
1000813|Pression de fonctionnement|||||SIMPLE
1000813|Débit||151|1,356|m³/h|MIN_MAX
1000814|Fluide|à air||||SIMPLE
1000814|Élément filtrant|en panneaux||||SIMPLE
1000814|Autre caractéristique|compact,haute efficacité,avec boîtier en plastique,pour compresseur,||||LIST
1000814|Débit|1,490,|||ft³/min|SIMPLE
1000815|Fluide|à liquide,à gaz,||||LIST
1000815|Élément filtrant|à cartouche||||SIMPLE
1000815|Autre caractéristique|pour applications biopharmaceutiques||||SIMPLE
1000815|Taille de filtration||0.1|100|µm|MIN_MAX
1000816|Fluide|à gaz||||SIMPLE
1000816|Élément filtrant|à cartouche||||SIMPLE
