product_id|model|label|description|category_id|brand|image|status
1000551|MMA series|vérin hydraulique / double effet / ISO / rond|Vérins linéaires ronds MMA<br> <br> Vérins linéaires ronds MMA, type ""sidérurgique"" suivant ISO 6022, pression 250 bar, alésage de 50 à 320 mm, 4 types d'étanchéité, plage de températures de -20 à + 150°C suivant matériaux d'étanchéité et fluides, conception personnalisée possible.|60303|Parker|1545131316577-92ed657b-b672-4c64-9cd4-de15c1181647|DONE
1000552|CHL, CHH series|vérin hydraulique / double effet / compact / de blocage|Vérins de blocage CHH / CHL<br> <br> Vérins compacts de bridage CHL/ CHH, pressions de service jusqu'à 100 et 160 bar, alésage 32 à 80 mm, courses jusqu'à 100 mm, températures de -10° à + 100°C, possibilité d'intégrer une détection de position, montage de face et à pattes.|60303|Parker|1545131321958-c2e88a55-76df-4fad-a948-1e6704159952|DONE
1000553|ADN|vérin pneumatique / double effet / compact / ISO 21287|* Diamètre 12, 16, 20, 25, 32, 40, 50, 63, 80, 100, 125 mm<br> * Longueur de course 1 ... 500 mm<br> * Force 51 ... 7 363 N<br> * Double effet<br> * Détection de position<br> * Amortissement fixe<br> * Taraudage<br> * Filetage.|60304|festo|1545131329555-24ce7d3f-8f20-4cdf-8a7d-589b8d9c94f8|DONE
1000554|AEN|vérin pneumatique / à tige / à simple effet / en acier|<br> Diamètre 12, 16, 20, 25, 32, 40, 50, 63, 80, 100 mm<br> Course 1 ... 25 mm<br> Force 59 ... 4 510 N<br> Simple effet, tige sortie/tige rentrée<br> Amortissement fixe<br> <br> Caractéristiques spécifiques:<br> <br> Simple effet, tige sortie/tige rentrée|60304|festo|1545131334055-6df85103-0aa9-4357-b70d-bc0998e195cb|DONE
1000555|ADNP|vérin pneumatique / double effet / compact / ISO 21287|<br> Diamètre 20, 25, 32, 40, 50 mm<br> Course 5 …80 mm<br> Force 188 … 1 178 N<br> Double effet<br> Détection de position<br> Amortissement fixe<br> <br> Caractéristiques spécifiques:<br> <br> Culasse arrière et avant en polymère|60304|festo|1545131339794-e9cce3ee-aa81-43a1-89b4-7a2afd8aada1|DONE
1000556|P1A series|vérin pneumatique / à simple effet / à double effet / à tige traversante|Vérins mini ISO 6432 P1A. Diamètres 10 à 25 mm, courses standard ISO 4393 jusqu’à 500 mm, jusqu’à 1000 mm sur demande.Les mini-vérins ISO sont disponibles en version simple et double effet. Ils sont adaptés aux applications ou l’espace est réduit car compacts, légers et offrant des formes extérieures lisses pour une parfaite intégration dans la machine. Amortissement élastique ou pneumatique réglable pour une meilleure durabilité. Piston magnétique, tige de piston, tube et écrous de fixation en acier inoxydable en standard. Nez et fond en aluminium anodisé. De nombreuses variantes telles que, vérins avec course spéciale, vérins avec tige rallongée, vérins avec tige traversante, vérins hautes températures, vérins avec joint de nez en élastomère fluoré. Raccordements pneumatiques intégrés, alimentation sur chaque flasque. Gammes de modules de guidage en H et U, kits de fixation, accessoires et capteurs associés également disponibles.|60304|Parker|1545131345925-8e8f4f5b-6252-4ee0-b272-d38743b4dea1|DONE
1000557|21287 P1P series|vérin pneumatique / à double effet / à tige traversante / compact|Diamètres 20 à 100 mm, courses standard ISO 4393 jusqu’à 100 mm, jusqu’à 500 mm sur demande.Les vérins compacts sont disponibles en version double effet avec ou sans guidage anti-rotation. Ils sont utilisés dans des applications ou l’espace est réduit car compacts, légers et offrant des formes extérieures lisses pour une parfaite intégration dans la machine. De nombreuses variantes telles que, vérins avec course spéciale, vérins avec tige taraudée, vérins avec tige rallongée, vérins avec tige traversante. Raccordements pneumatiques intégrés, alimentation sur chaque flasque. Gamme de kits de fixation conformes VDMA, accessoires et capteurs associés également disponibles.|60304|Parker|1545131350759-e0f2ff2c-84fa-4bb2-a7ab-a89bf1f93430|DONE
1000558|P1D series|vérin pneumatique / à double effet / à tige traversante / à piston magnétique|Vérins ISO 15552 P1D. Diamètres 32 à 125 mm, courses standard ISO 4393 jusqu’à 500 mm, jusqu’à 2800 mm sur demande.Les vérins ISO sont disponibles en version double effet. Ils existent dans les versions tube profilé et à tirants. Ils sont adaptés aux applications générales dans tous les types d’applications et de milieux industriels. Amortissement élastique pour les fins de course pour un fonctionnement silencieux et pneumatique réglable pour une meilleure durabilité. Piston magnétique et tige de piston en acier inoxydable en standard. Nez et fond en aluminium anodisé. De nombreuses variantes telles que, vérins avec course spéciale, vérins avec tige rallongée, vérins avec tige traversante, vérins avec joint de nez en élastomère fluoré, tige de piston dans différents matériaux, montage des distributeurs de pilotage sur le corps des vérins, version tandem, version 3 et 4 positions, bloqueurs de tige. Raccordements pneumatiques intégrés, ou alimentation sur chaque flasque. Gammes de modules de guidage en H et U, kits de fixation, accessoires et capteurs associés également disponibles.|60304|Parker|1545131354850-238708c2-a23a-4d92-935b-246490e0c7e7|DONE
1000559|DSL|vérin rotatif / pneumatique / à tige / double effet|<br> Diamètre 16, 20, 25, 32, 40 mm<br> Longueur de course 10 ... 200 mm<br> Force 102 ... 660 N<br> Angle de rotation 0 ... 272°<br> Couple 1,25 ... 20 Nm<br> Détection de position<br> Tige de piston traversante.|60305|festo|1545131358698-487bb32b-5f40-4b04-bf7f-dc109acfb4c6|DONE
1000560|V12, V14, T12 series|moteur hydraulique à piston / à cylindrée variable|Moteurs hydrauliques à pistons à axe brisé à cylindrée variable à deux sens de fluxUtilisés tant en circuit ouvert que fermé, ces moteurs ont une plage en cylindrée de 60 à 160 cm3/tr, une vitesse de rotation jusqu'à 5700 tr/min et un niveau de pression de 420 bar en continu. Ils possèdent de nombreuses options de régulation à la fois hydraulique ou électro-hydraulique et également différents types de montage permettant de répondre à tous types d'applications (ISO - SAE- cartouche).|60306|Parker|1545131362691-4eb30fa0-9c8a-4d55-81cd-5c91fb5543ae|DONE
1000071|G1502S, G1502S, G1503S|relais de sécurité / multifonction / sur rail DIN|Entrées et sorties à surveillance intrinsèque, résistantes aux courts-circuits<br> ARRET D'URGENCE avec détection de courts-circuits transversaux et contrôle de simultanéité en option<br> Possibilité de raccorder des interrupteurs de sécurité mécaniques et des capteurs de sécurité<br> Commande bimanuelle selon EN 574, type IIIC<br> Démarrage automatique ou surveillé réglable au choix|30102|IFM|1545131172968-d91804d8-d545-4aa6-9fa5-805e7dafeec5|DONE
1000072|G2001S|relais de sécurité / IEC / avec muting / pour barrière immatérielle|Pour le raccordement de barrages immatériels de sécurité/barrières de sécurité multifaisceaux avec OSSD<br> Relais de sécurité avec fonction inhibition intégrée<br> Catégorie de sécurité type 4 selon CEI 61496<br> Surveillance pour relais externes intégrée|30102|IFM|1545131178105-db8df6be-99ac-4de3-8b01-72e87a4827e1|DONE
1000073|DA102S, DA101S|relais de sécurité / de vitesse / d'arrêt d'urgence / sur rail DIN|Détection de la vitesse de rotation via la comparaison d'impulsions de deux capteurs<br> Structure redondante du matériel<br> Contrôle redondant des séquences d’impulsions<br> Relais avec contacts forcés<br> Quatre points de commutation au choix|30102|IFM|1545131182664-9c472a8e-8e85-4549-a367-cd852116b246|DONE
