product_id|model|label|description|category_id|brand|image|status
1000871|D-Reihe|unité de traitement d'air|* Taille MICRO, MINI, MIDI, MAXI<br> * Raccord M5, M7, G1/8, G1/4, G3/8, G1/2, G3/4, G1, QS4, QS6, livrable également avec filetage NPT<br> * Pression 0,5 ... 7 bars, 0,5 ... 12 bars, 2,5 ... 12 bars<br> * Débit 90 ... 8 700 l/min<br> * Manomètre<br> o avec manomètre<br> o sans manomètre<br> * Finesse du filtre 40µm, 5µm<br> * Purgeur de condensats<br> o manuel<br> o semi-automatique<br> o entièrement automatique<br> * Cuve plastique avec protection métallique<br> * Lubrificateur proportionnel|130138|festo|1545131326341-84914d9d-0ee2-4838-9394-b18ae049ce02|DONE
1000872|QPREX series|système de pressurisation|Le chauffage et les systèmes de refroidissement sont établis et conçus par technologie de Technor®. Un système simple de pressurisation et du lavage a la puissance de contrôler les modules multiples en série. Le système ex de QPREX est modulaire et adaptable aux différents besoins de l'espace d'une capacité de 10 000 litres tout au plus : ce système offre une des possibilités les plus larges sur le marché ex. Notre système pressurisé n'a besoin d'aucune certification supplémentaire une fois assemblé.<br> <br> <br> • Le système modulaire de bâtiment laisse réaliser le volume adapté aux besoins du client jusqu'à 10m3. Un du système qui offre les possibilités les plus larges sur le marché. Un système simple de pressurisation et du lavage peut contrôler les modules multiples en série.<br> • La nouvelle technologie de garniture réduit au minimum la dispersion du gaz inactif, augmentant l'efficacité du système pressurisé et réduit des frais d'exploitation<br> • Les panneaux pressurisés par QPREX, en raison de l'afflux continu de purger le gaz, empêche l'accumulation de la chaleur et de l'humidité et fournit un plus grand cycle de vie de l'équipement.<br> • À accès rapide : facilement ouvrable et entretien, quand les portes ouvrent les débranchements de système ; quand les portes sont fermées encore, après le cycle de lavage, le système reprendra automatiquement.<br> • Dans QPREX peuvent être les composants non ex montés.<br> • Compagnie de la logique TEX1 premier avec SIL2 (sûreté de niveau).|130138|MARECHAL ELECTRIC|1545131331086-67898980-1b9b-4992-a86f-a300b3a67cbb|DONE
1000873|Uniflair LE|refroidisseur d'air|Solutions de refroidissement haute précision conçues spécifiquement pour maintenir la température et l'humidité dans des marges de tolérance extrêmement serrées. Parfaitement adaptés pour les charges informatiques montées en rack ou non, ces produits répondent aux différentes contraintes des datacenters. Ces unités intelligentes surveillent l'état des composants et le paramètre environnemental pour garantir un fonctionnement correct dans tous les modes opératoires. Les produits Uniflair LE, quand ils sont associés à des solutions de confinement des allées chaudes ou froides, peuvent améliorer l'efficacité et permettre des densités plus élevées.|130138|schneider|1545131335962-8c8b7370-dd56-46b6-bd07-2e26154580ce|DONE
1000874|CP.../EFDCN series|boitier de commande en aluminium|Boîtiers de commande en GRP, Aluminium exempt de cuivre ou Inox, conçus pour offrir flexibilité, légèreté et solution économique sur mesure à la demande du client. À assembler avec des commutateurs Ex-de pour la gamme EF.. et des commutateurs Ex-d pour la gamme CP..|130251|MARECHAL ELECTRIC|1545131340443-2489ebbc-58c6-48bd-bf22-a7643cf14dda|DONE
1000875|CP../EFSRC.. series|boitier de commande en aluminium|Boîtiers de commande en GRP, Aluminium exempt de cuivre ou Inox, conçus pour offrir flexibilité, légèreté et solution économique sur mesure à la demande du client. À assembler avec des commutateurs Ex-de pour la gamme EF.. et des commutateurs Ex-d pour la gamme CP..|130251|MARECHAL ELECTRIC|1545131345959-e64082e6-1f2b-483c-bb87-d5b7dbd6edc2|DONE
1000561|M3 M4 series|moteur hydraulique à palettes / à cylindrée fixe|Moteurs hydrauliques à palettesMoteurs hydrauliques à palettes à cylindrée fixe 9 à 222 cm3/tr M3 M4.|60306|Parker|1545131171164-b1d50f4e-e5ab-41a5-8e1a-fb209362785f|DONE
1000562|F11, F12 series|moteur hydraulique à piston axial / à cylindrée fixe / à axe incliné|La série F11 comporte des moteurs/pompes à axe brisé et cylindrée fixe. Elle peut être utilisée dans de nombreuses applications, à la fois dans des circuits ouverts et fermés. La série F11 est disponible en 5, 6, 10, 12, 14 et 19 cm3..Pompes hydrauliques à pistons à pistons à axe brisé à cylindrée fixe F11 F12, de 5 à 250 cm3/tr.Avantages de la série F11 • Pression intermittente max. à 420 bar et pression de service continue jusqu’à 350 bar • Grâce à ses pistons légers et sa conception très compacte, la série F11 tolère des vitesses très élevées, allant jusqu’à 14 000 tr/min • Versions CETOP, ISO, SAW et SAE|60306|Parker|1545131176062-80531678-4fdb-42f1-945b-0a6a68230089|DONE
1000563|SV|vanne à clapet / manuelle / de contrôle / pour air|* Raccord M5<br> * Débit 80 l/min<br> * Distributeur en métal.|60407|festo|1545131180473-0cae3bb5-f81e-4582-8ff9-6b552821b069|DONE
1000564|LR, LRMA|vanne à clapet / de régulation de pression / pour air comprimé|<br> Raccord M5, G 1/8, G 1/4, G 3/8, G 1/2<br> Raccord instantané 4, 6, 8, 10, 12 mm<br> Débit 22 … 760 l/min<br> pour une utilisation en dehors de l’unité de conditionnement<br> avec clapet antiretour intégré.|60407|festo|1545131185404-58be8202-b6d6-4faa-b074-cf53913c4458|DONE
1000565|SV|vanne à clapet / manuelle / de contrôle / pour air|* Raccord M5<br> * Débit 80 l/min<br> * Distributeur en métal.|60408|festo|1545131190164-b944d732-3e7b-4e77-8d11-db2d514adeb5|DONE
1000566|LR, LRMA|vanne à clapet / de régulation de pression / pour air comprimé|<br> Raccord M5, G 1/8, G 1/4, G 3/8, G 1/2<br> Raccord instantané 4, 6, 8, 10, 12 mm<br> Débit 22 … 760 l/min<br> pour une utilisation en dehors de l’unité de conditionnement<br> avec clapet antiretour intégré.|60408|festo|1545131194700-19e7da65-f77d-411e-963d-a3a1d5694402|DONE
1000567|MS-DL|vanne à clapet / à commande pneumatique / de contrôle de débit / pour air comprimé|<br> Connexion G1/8, G1/4, G3/8<br> Débit 1000 … 2000 l/min.<br> <br> Connexion G1/4, G3/8, G1/2, G3/4<br> Débit 2800 … 6450 l/min.<br> <br> Connexion G1, G1 1/4, G1 1/2, G2<br> Débit 25000 … 42000 l/min.|60408|festo|1545131198671-96c887ba-5893-49c7-b32b-985717e631c5|DONE
